station,station_name,check,panel_name,cls,category,kind,station_card,instruction,question,buttons,runner_measures,not_run_reason
2,Right switch panel,88,STUDIO CTL button,panel switch,manual,loop,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.",Press the button that is lit: STUDIO CTL.,,notlit,the key code that comes back is STUDIO CTL's,
2,Right switch panel,89,STUDIO CTL button LEDs (white pair),panel LED,manual,loop,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.","The white ring is lit under STUDIO CTL; press that button. If nothing lit, press NOT LIT.",,notlit,the operator pressed the button under the lit indicator,
2,Right switch panel,90,Encoder ring,panel encoder,manual,loop,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.","Turn the encoder ONE click clockwise, then ONE click anticlockwise.",,notlit,the ring position steps both ways,
2,Right switch panel,91,Encoder ring LEDs,panel LED,manual,loop,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.",The eight indicators around the encoder are stepped round twice.,Did all eight light in turn?,yes/no,,
2,Right switch panel,92,Talkback switch + LEDs (pass-through),panel control,not-run,blocked,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.",,,,,"the talkback switch and its two indicators pass through the panel processor with no matrix cell bound, so the host can neither read the switch nor light the indicators"
2,Right switch panel,93,Mini-jack insertion sense (pass-through),panel control,not-run,blocked,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.",,,,,"the mini-jack sense passes through the panel processor with no matrix cell bound, so the host cannot read it"
2,Right switch panel,94,TEMP / BLOWER / FAN sense (pass-through),panel control,not-run,blocked,"What you need in hand: a finger and an eye, at the right half of the front panel. 32 check(s) at this station.",,,,,"the temperature, blower and fan lines pass through the panel processor with no matrix cell bound, so the host cannot read them"
3,Foot pedal,98,Footswitch 1,pedal switch,not-run,blocked,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.",,,,,the host cannot see this control or sense line change: this unit has no per-control read through the panel processors
3,Foot pedal,99,Footswitch 2,pedal switch,not-run,blocked,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.",,,,,the host cannot see this control or sense line change: this unit has no per-control read through the panel processors
3,Foot pedal,100,7-segment display + LEDs,pedal LED,not-run,blocked,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.",,,,,the host cannot light one indicator at a time: this unit has no indicator drive for the panel processors
3,Foot pedal,101,Pedal link + 9 V,control,manual,fixture,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.","Plug the foot pedal into the pedal socket on the rear panel, with its own lead into the pedal.",,done,the pedal link comes up,
3,Foot pedal,129,P1 Foot Pedal (RJ45),control,manual,fixture,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.","Plug the foot pedal into the pedal socket on the rear panel, with its own lead into the pedal.",,done,the pedal link comes up,
3,Foot pedal,145,Link 'pedal',board-to-board link,manual,fixture,"What you need in hand: the foot pedal, its lead and the network lead. 3 check(s) at this station.","Plug the foot pedal into the pedal socket on the rear panel, with its own lead into the pedal.",,done,the pedal link comes up,
4,Rear panel sockets,130,"USB A (dual jack, hub port 3)",USB-A,manual,measure,"What you need in hand: a USB memory stick, a screen and its lead, the mains lead. 3 check(s) at this station.",Plug the USB memory stick into the left socket of the double USB pair on the rear panel.,,done,usb_port:3,
4,Rear panel sockets,131,"USB A (dual jack, hub port 4)",USB-A,manual,measure,"What you need in hand: a USB memory stick, a screen and its lead, the mains lead. 3 check(s) at this station.",Plug the USB memory stick into the right socket of the double USB pair on the rear panel.,,done,usb_port:4,
4,Rear panel sockets,132,HDMI 1 (placeholder),HDMI,not-run,blocked,"What you need in hand: a USB memory stick, a screen and its lead, the mains lead. 3 check(s) at this station.",,,,,the second screen socket is a placeholder on this revision and is not fitted
4,Rear panel sockets,133,IEC Power Inlet,power,manual,judge,"What you need in hand: a USB memory stick, a screen and its lead, the mains lead. 3 check(s) at this station.",Look at the mains inlet on the rear panel.,"Is the mains lead fully home in the inlet, and is the unit running from it?",yes/no,,
4,Rear panel sockets,134,Power Switch,power,not-run,blocked,"What you need in hand: a USB memory stick, a screen and its lead, the mains lead. 3 check(s) at this station.",,,,,"working the power switch shuts the unit down; it is checked when the session ends, not inside a pass"
5,Analog loopback,1,MIC 1,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 1 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,2,MIC 2,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 2 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,3,MIC 3,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 3 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,4,MIC 4,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 4 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,5,MIC 13,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 13 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,6,MIC 14,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 14 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,7,MIC 15,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 15 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,8,MIC 16,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 16 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,9,MIC 5,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 5 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,10,MIC 6,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 6 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,11,MIC 9,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 9 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,12,MIC 10,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 10 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,13,MIC 11,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 11 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,14,MIC 12,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 12 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,15,MIC 17,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 17 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,16,MIC 18,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 18 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,17,MIC 19,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 19 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,18,MIC 21,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 21 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,19,MIC 22,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 22 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,20,MIC 23,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 23 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,21,MIC 24,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 24 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,22,MIC 7,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 7 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,23,MIC 8,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 8 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,24,MIC 20,analog input,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop MIC 20 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,25,Aux Out A1 (doubles as Monitor 1),analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A1 (doubles as Monitor 1) back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,26,Aux Out A2,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A2 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,27,Aux Out A3,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A3 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,28,Aux Out A4,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A4 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,29,Aux Out A5,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A5 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,30,Aux Out A6,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A6 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,31,Aux Out A7,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A7 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,32,Aux Out A8,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Aux Out A8 back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,33,Main Out L,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Main Out L back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,34,Main Out R,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Main Out R back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,35,Center/LF Out,analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Center/LF Out back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,36,"Monitor Out L (TRS, unbalanced)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Monitor Out L (TRS, unbalanced) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,37,"Monitor Out R (TRS, unbalanced)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Monitor Out R (TRS, unbalanced) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,38,Talkback TB (XLR),analog input (codec path),manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Talkback TB (XLR) back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,39,"Aux Out A 1-2 (TRS, Phone Jack sub-assembly)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Aux Out A 1-2 (TRS, Phone Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,40,"Aux Out A 3-4 (TRS, Phone Jack sub-assembly)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Aux Out A 3-4 (TRS, Phone Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,41,"Aux Out A 5-6 (TRS, Phone Jack sub-assembly)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Aux Out A 5-6 (TRS, Phone Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,42,"Aux Out A 7-8 (TRS, Phone Jack sub-assembly)",analog output,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Aux Out A 7-8 (TRS, Phone Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,95,"Mini-jack 1 (3.5 mm, Mini Jack sub-assembly)",analog input (mini-jack),manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Mini-jack 1 (3.5 mm, Mini Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,96,"Mini-jack 2 (3.5 mm, Mini Jack sub-assembly)",analog input (mini-jack),manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.","Loop Mini-jack 2 (3.5 mm, Mini Jack sub-assembly) back to the unit with the loopback lead set.",,done,the looped lane rises out of its own noise floor,
5,Analog loopback,97,Phones 1 (headphone jack),analog output (phones),manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Phones 1 (headphone jack) back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,146,Link 'phones',board-to-board link,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Link 'phones' back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,147,Link 'minijack',board-to-board link,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Link 'minijack' back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
5,Analog loopback,148,Link 'hdmi-fpc',board-to-board link,manual,fixture,"What you need in hand: the loopback lead set: microphone leads, the small jack lead, headphones. 48 check(s) at this station. The analog supplies are LIVE for this station.",Loop Link 'hdmi-fpc' back to the unit with the loopback lead set.,,done,the looped lane rises out of its own noise floor,
