# d24/dsp.csv — PROPOSED DSP address map for D24.
#
# GENERATED by MW/D32/DSP/gen_dsp.py in the invirco/dsp repo from the
# DSP4 node graph (MW/D32/DSP/SHARC/dsp.csv). Do not hand-edit: an
# address typed here is an address no kernel answers on.
#
# Proposed by dsp, landed by the hub at the gate (PW ruling
# 2026-09-08 #5). defs-v* pin: defs-v2026.09.08.4.
#
# ONE ADDRESS MAP FOR THE WHOLE RANGE (decision D3): the superset
# graph is expanded once and this file is the intersection of that
# expansion with this product's cell set, so a cell two products
# share has the same chip, page and address in both files.
#
# 3974 of 4985 defined cells reach a DSP address.
# The other 1011 are named in dsp-unmapped.csv with the
# reason — every defined cell is in exactly one of the two files.
#
# Columns:
#   _Cell        cell name, as spelled by defs/gen/matrix/<p>-mx-master.csv
#   Node         graph node that owns the address (MW/D32/DSP/SHARC/dsp.csv id)
#   NodeType     that node's type
#   DspSpi       DSP the cell lives on: 1 = DSPA (chip 1), 2 = DSPB (chip 2)
#   DspPage      SPI page
#   DspAdd       SPI word address within the page, decimal
#   DspAddHex    the same address, 0xNNNN
#   Access       rw = host writes it | ro = DSP writes it, host polls | mcu = the word carries no DSP symbol (MCU/host hardware control)
#   RampProfile  named ramp preset, or empty for an un-ramped word
#   RampMode     Instant | Slew | LinearFrames
#   RampUpMs     ramp-up time, ms
#   RampDownMs   ramp-down time, ms
#   RampCurve    Linear | Exp
#   RampScope    Scalar = one word ramps on its own | CoeffSetAtomic = the whole coefficient set swaps together
#   Table        host scaling table for the control range, where one applies
#   Notes        what the word is
_Cell,Node,NodeType,DspSpi,DspPage,DspAdd,DspAddHex,Access,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope,Table,Notes
Chan014GateFilterOn001,C1_GATE_14,GATE,1,1,1920,0x0780,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GateFilterQ001,C1_GATE_14,GATE,1,1,1921,0x0781,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],"MCU-computed, shares HPF base"
Chan014GateHold001,C1_GATE_14,GATE,1,1,1915,0x077B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=2000/[Log],
Chan014GateKey001,C1_GATE_14,GATE,1,1,1918,0x077E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GateMtr001,C1_MTR_14,METER,1,1,4662,0x1236,ro,,Instant,0,0,Linear,Scalar,,"meter word +2: gain reduction — declared, never written (defect 4)"
Chan014GateOn001,C1_GATE_14,GATE,1,1,1912,0x0778,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GateRel001,C1_GATE_14,GATE,1,1,1916,0x077C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=50/127=5000/[Log],
Chan014GateRng001,C1_GATE_14,GATE,1,1,1917,0x077D,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=60/[Lin],
Chan014GateThr001,C1_GATE_14,GATE,1,1,1913,0x0779,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-80/127=0/[Lin],
Chan014GrpOn001,C1_RTG_14,ROUTING,1,1,1958,0x07A6,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GrpOn002,C1_RTG_14,ROUTING,1,1,1959,0x07A7,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GrpOn003,C1_RTG_14,ROUTING,1,1,1960,0x07A8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014GrpOn004,C1_RTG_14,ROUTING,1,1,1961,0x07A9,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014InputSel001,C1_GAIN_14,GAIN,1,1,1875,0x0753,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan014Level001,C1_FDR_14,FADER_PAN,1,1,1952,0x07A0,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Chan014MainOn001,C1_RTG_14,ROUTING,1,1,1956,0x07A4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014MatrixOn001,C1_RTG_14,ROUTING,1,1,4858,0x12FA,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014MatrixOn002,C1_RTG_14,ROUTING,1,1,4859,0x12FB,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014MatrixSend001,C1_RTG_14,ROUTING,1,1,4860,0x12FC,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan014MatrixSend002,C1_RTG_14,ROUTING,1,1,4861,0x12FD,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan014Mtr001,C1_MTR_14,METER,1,1,4660,0x1234,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Chan014Mtr002,C1_MTR_14,METER,1,1,4661,0x1235,ro,,Instant,0,0,Linear,Scalar,,meter word +1: linear true RMS
Chan014Mute001,C1_FDR_14,FADER_PAN,1,1,1954,0x07A2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014Pan001,C1_FDR_14,FADER_PAN,1,1,1953,0x07A1,rw,GainFast,Slew,3,8,Exp,Scalar,Pan:dB:0:Off,
Chan014Phantom001,C1_GAIN_14,GAIN,1,1,1874,0x0752,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan014Pol001,C1_GAIN_14,GAIN,1,1,1873,0x0751,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014TubeOn001,C1_TUBE_14,TUBE_SAT,1,1,1948,0x079C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan014TubeSat001,C1_TUBE_14,TUBE_SAT,1,1,1949,0x079D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan015AuxOn001,C1_RTG_15,ROUTING,1,1,2106,0x083A,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn002,C1_RTG_15,ROUTING,1,1,2107,0x083B,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn003,C1_RTG_15,ROUTING,1,1,2108,0x083C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn004,C1_RTG_15,ROUTING,1,1,2109,0x083D,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn005,C1_RTG_15,ROUTING,1,1,2110,0x083E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn006,C1_RTG_15,ROUTING,1,1,2111,0x083F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn007,C1_RTG_15,ROUTING,1,1,2112,0x0840,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxOn008,C1_RTG_15,ROUTING,1,1,2113,0x0841,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015AuxPick001,C1_RTG_15,ROUTING,1,1,2130,0x0852,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick002,C1_RTG_15,ROUTING,1,1,2131,0x0853,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick003,C1_RTG_15,ROUTING,1,1,2132,0x0854,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick004,C1_RTG_15,ROUTING,1,1,2133,0x0855,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick005,C1_RTG_15,ROUTING,1,1,2134,0x0856,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick006,C1_RTG_15,ROUTING,1,1,2135,0x0857,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick007,C1_RTG_15,ROUTING,1,1,2136,0x0858,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxPick008,C1_RTG_15,ROUTING,1,1,2137,0x0859,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan015AuxSend001,C1_RTG_15,ROUTING,1,1,2118,0x0846,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend002,C1_RTG_15,ROUTING,1,1,2119,0x0847,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend003,C1_RTG_15,ROUTING,1,1,2120,0x0848,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend004,C1_RTG_15,ROUTING,1,1,2121,0x0849,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend005,C1_RTG_15,ROUTING,1,1,2122,0x084A,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend006,C1_RTG_15,ROUTING,1,1,2123,0x084B,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend007,C1_RTG_15,ROUTING,1,1,2124,0x084C,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015AuxSend008,C1_RTG_15,ROUTING,1,1,2125,0x084D,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015CompAtt001,C1_COMP_15,COMPRESSOR,1,1,2075,0x081B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/254=250/[Log],
Chan015CompDetSrc001,C1_COMP_15,COMPRESSOR,1,1,2082,0x0822,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompEqPos001,C1_COMP_15,COMPRESSOR,1,1,2084,0x0824,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompFilterHpf001,C1_COMP_15,COMPRESSOR,1,1,2086,0x0826,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],
Chan015CompFilterLpf001,C1_COMP_15,COMPRESSOR,1,1,2086,0x0826,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],"MCU-computed, shares filter base"
Chan015CompFilterOn001,C1_COMP_15,COMPRESSOR,1,1,2085,0x0825,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompFilterQ001,C1_COMP_15,COMPRESSOR,1,1,2086,0x0826,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],MCU-computed
Chan015CompKey001,C1_COMP_15,COMPRESSOR,1,1,2081,0x0821,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompKnee001,C1_COMP_15,COMPRESSOR,1,1,2078,0x081E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompLimMode001,C1_COMP_15,COMPRESSOR,1,1,2083,0x0823,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompMake001,C1_COMP_15,COMPRESSOR,1,1,2077,0x081D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=20/[Lin],
Chan015CompMtr001,C1_MTR_15,METER,1,1,4667,0x123B,ro,,Instant,0,0,Linear,Scalar,,"meter word +3: compressor gain reduction, dB, clamped to [-80, 0] (PW R3)"
Chan015CompOn001,C1_COMP_15,COMPRESSOR,1,1,2072,0x0818,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CompPar001,C1_COMP_15,COMPRESSOR,1,1,2079,0x081F,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan015CompRat001,C1_COMP_15,COMPRESSOR,1,1,2074,0x081A,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=1/127=30/[Log],
Chan015CompRel001,C1_COMP_15,COMPRESSOR,1,1,2076,0x081C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=5/254=5000/[Log],
Chan015CompThr001,C1_COMP_15,COMPRESSOR,1,1,2073,0x0819,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-60/140=10/[Lin],
Chan015CompType001,C1_COMP_15,COMPRESSOR,1,1,2080,0x0820,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015CtrOn001,C1_RTG_15,ROUTING,1,1,2101,0x0835,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015Delay001,C1_DLY_15,DELAY,1,1,2094,0x082E,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=250.0/[Log],
Chan015EqFreq001,C1_EQ_15,EQ_BIQUAD,1,1,2032,0x07F0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/254=200/[Log],Band 1 coeff base
Chan015EqFreq002,C1_EQ_15,EQ_BIQUAD,1,1,2037,0x07F5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=100/254=1000/[Log],Band 2 coeff base
Chan015EqFreq003,C1_EQ_15,EQ_BIQUAD,1,1,2042,0x07FA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=800/254=5000/[Log],Band 3 coeff base
Chan015EqFreq004,C1_EQ_15,EQ_BIQUAD,1,1,2047,0x07FF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=3000/254=20000/[Log],Band 4 coeff base
Chan015EqGain001,C1_EQ_15,EQ_BIQUAD,1,1,2032,0x07F0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 1 (same base)
Chan015EqGain002,C1_EQ_15,EQ_BIQUAD,1,1,2037,0x07F5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 2 (same base)
Chan015EqGain003,C1_EQ_15,EQ_BIQUAD,1,1,2042,0x07FA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 3 (same base)
Chan015EqGain004,C1_EQ_15,EQ_BIQUAD,1,1,2047,0x07FF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 4 (same base)
Chan015EqHpf001,C1_FILT_15,HPF_LPF,1,1,2020,0x07E4,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF biquad coeff base
Chan015EqHpfSlope001,C1_FILT_15,HPF_LPF,1,1,2020,0x07E4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,MCU-only; shares base addr with EqHpf
Chan015EqLpf001,C1_FILT_15,HPF_LPF,1,1,2026,0x07EA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=1000/127=20000/[Log],LPF biquad coeff base
Chan015EqOn001,C1_EQ_15,EQ_BIQUAD,1,1,2053,0x0805,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015EqQ001,C1_EQ_15,EQ_BIQUAD,1,1,2032,0x07F0,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Chan015EqQ002,C1_EQ_15,EQ_BIQUAD,1,1,2037,0x07F5,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Chan015EqQ003,C1_EQ_15,EQ_BIQUAD,1,1,2042,0x07FA,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Chan015EqQ004,C1_EQ_15,EQ_BIQUAD,1,1,2047,0x07FF,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Chan015EqShelf001,C1_EQ_15,EQ_BIQUAD,1,1,2032,0x07F0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Chan015EqShelf002,C1_EQ_15,EQ_BIQUAD,1,1,2047,0x07FF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Chan015FxOn001,C1_RTG_15,ROUTING,1,1,2142,0x085E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxOn002,C1_RTG_15,ROUTING,1,1,2143,0x085F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxOn003,C1_RTG_15,ROUTING,1,1,2144,0x0860,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxOn004,C1_RTG_15,ROUTING,1,1,2145,0x0861,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxOn005,C1_RTG_15,ROUTING,1,1,2146,0x0862,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxOn006,C1_RTG_15,ROUTING,1,1,2147,0x0863,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015FxSend001,C1_RTG_15,ROUTING,1,1,2148,0x0864,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015FxSend002,C1_RTG_15,ROUTING,1,1,2149,0x0865,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015FxSend003,C1_RTG_15,ROUTING,1,1,2150,0x0866,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015FxSend004,C1_RTG_15,ROUTING,1,1,2151,0x0867,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015FxSend005,C1_RTG_15,ROUTING,1,1,2152,0x0868,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015FxSend006,C1_RTG_15,ROUTING,1,1,2153,0x0869,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015Gain001,C1_GAIN_15,GAIN,1,1,2016,0x07E0,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=60/[Lin],
Chan015GateAtt001,C1_GATE_15,GATE,1,1,2058,0x080A,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0.1/127=250/[Log],
Chan015GateDetSrc001,C1_GATE_15,GATE,1,1,2063,0x080F,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GateFilterHpf001,C1_GATE_15,GATE,1,1,2065,0x0811,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=20/64=1000/[Log],Sidechain HPF
Chan015GateFilterLpf001,C1_GATE_15,GATE,1,1,2070,0x0816,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=500/127=20000/[Log],Sidechain LPF coeff base
Chan015GateFilterOn001,C1_GATE_15,GATE,1,1,2064,0x0810,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GateFilterQ001,C1_GATE_15,GATE,1,1,2065,0x0811,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0.1/14=10/[Log],"MCU-computed, shares HPF base"
Chan015GateHold001,C1_GATE_15,GATE,1,1,2059,0x080B,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=2000/[Log],
Chan015GateKey001,C1_GATE_15,GATE,1,1,2062,0x080E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GateMtr001,C1_MTR_15,METER,1,1,4666,0x123A,ro,,Instant,0,0,Linear,Scalar,,"meter word +2: gain reduction — declared, never written (defect 4)"
Chan015GateOn001,C1_GATE_15,GATE,1,1,2056,0x0808,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GateRel001,C1_GATE_15,GATE,1,1,2060,0x080C,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=50/127=5000/[Log],
Chan015GateRng001,C1_GATE_15,GATE,1,1,2061,0x080D,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/127=60/[Lin],
Chan015GateThr001,C1_GATE_15,GATE,1,1,2057,0x0809,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-80/127=0/[Lin],
Chan015GrpOn001,C1_RTG_15,ROUTING,1,1,2102,0x0836,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GrpOn002,C1_RTG_15,ROUTING,1,1,2103,0x0837,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GrpOn003,C1_RTG_15,ROUTING,1,1,2104,0x0838,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015GrpOn004,C1_RTG_15,ROUTING,1,1,2105,0x0839,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015InputSel001,C1_GAIN_15,GAIN,1,1,2019,0x07E3,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan015Level001,C1_FDR_15,FADER_PAN,1,1,2096,0x0830,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Chan015MainOn001,C1_RTG_15,ROUTING,1,1,2100,0x0834,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015MatrixOn001,C1_RTG_15,ROUTING,1,1,4862,0x12FE,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015MatrixOn002,C1_RTG_15,ROUTING,1,1,4863,0x12FF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015MatrixSend001,C1_RTG_15,ROUTING,1,1,4864,0x1300,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015MatrixSend002,C1_RTG_15,ROUTING,1,1,4865,0x1301,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan015Mtr001,C1_MTR_15,METER,1,1,4664,0x1238,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Chan015Mtr002,C1_MTR_15,METER,1,1,4665,0x1239,ro,,Instant,0,0,Linear,Scalar,,meter word +1: linear true RMS
Chan015Mute001,C1_FDR_15,FADER_PAN,1,1,2098,0x0832,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015Pan001,C1_FDR_15,FADER_PAN,1,1,2097,0x0831,rw,GainFast,Slew,3,8,Exp,Scalar,Pan:dB:0:Off,
Chan015Phantom001,C1_GAIN_15,GAIN,1,1,2018,0x07E2,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,MCU hardware control
Chan015Pol001,C1_GAIN_15,GAIN,1,1,2017,0x07E1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015TubeOn001,C1_TUBE_15,TUBE_SAT,1,1,2092,0x082C,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan015TubeSat001,C1_TUBE_15,TUBE_SAT,1,1,2093,0x082D,rw,GainFast,Slew,3,8,Exp,Scalar,0=0/127=100/[Lin],
Chan016AuxOn001,C1_RTG_16,ROUTING,1,1,2250,0x08CA,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn002,C1_RTG_16,ROUTING,1,1,2251,0x08CB,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn003,C1_RTG_16,ROUTING,1,1,2252,0x08CC,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn004,C1_RTG_16,ROUTING,1,1,2253,0x08CD,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn005,C1_RTG_16,ROUTING,1,1,2254,0x08CE,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn006,C1_RTG_16,ROUTING,1,1,2255,0x08CF,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn007,C1_RTG_16,ROUTING,1,1,2256,0x08D0,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxOn008,C1_RTG_16,ROUTING,1,1,2257,0x08D1,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Chan016AuxPick001,C1_RTG_16,ROUTING,1,1,2274,0x08E2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick002,C1_RTG_16,ROUTING,1,1,2275,0x08E3,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick003,C1_RTG_16,ROUTING,1,1,2276,0x08E4,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick004,C1_RTG_16,ROUTING,1,1,2277,0x08E5,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick005,C1_RTG_16,ROUTING,1,1,2278,0x08E6,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick006,C1_RTG_16,ROUTING,1,1,2279,0x08E7,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick007,C1_RTG_16,ROUTING,1,1,2280,0x08E8,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxPick008,C1_RTG_16,ROUTING,1,1,2281,0x08E9,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Pickoff: 0=PreEQ 1=PostEQ 2=PreFdr 3=PostFdr
Chan016AuxSend001,C1_RTG_16,ROUTING,1,1,2262,0x08D6,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend002,C1_RTG_16,ROUTING,1,1,2263,0x08D7,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend003,C1_RTG_16,ROUTING,1,1,2264,0x08D8,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend004,C1_RTG_16,ROUTING,1,1,2265,0x08D9,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend005,C1_RTG_16,ROUTING,1,1,2266,0x08DA,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend006,C1_RTG_16,ROUTING,1,1,2267,0x08DB,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend007,C1_RTG_16,ROUTING,1,1,2268,0x08DC,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016AuxSend008,C1_RTG_16,ROUTING,1,1,2269,0x08DD,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:0,
Chan016CompAtt001,C1_COMP_16,COMPRESSOR,1,1,2219,0x08AB,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0/254=250/[Log],
Chan016CompDetSrc001,C1_COMP_16,COMPRESSOR,1,1,2226,0x08B2,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
