group_id,group_name,shared_state,order,num,item,transition_note
A4,"The pair, read -- no new state",A3 as it left it: the pair up and answering (no boot of its own),26,140,Link 'dig-dsp-b',
A4,"The pair, read -- no new state",A3 as it left it: the pair up and answering (no boot of its own),27,195,SHARC DSP B (ADSP-21564),
A4,"The pair, read -- no new state",A3 as it left it: the pair up and answering (no boot of its own),28,196,CPLD clock master (MAX V),
A4,"The pair, read -- no new state",A3 as it left it: the pair up and answering (no boot of its own),29,200,"Power MCU (STM32F030F4, always-on)",
A5,Rails up -- the analog lanes and the acoustic loop,A4 + AN_EN op dh (:1461) + AK4619 initialised (codec_init :1475),30,141,Link 'dig-analog-adc',TRANSITION into A5: AN_EN op dh + 1 s settle (:1461-1463) and codec_init (:1475). AS-ADC is moved OUT of the dark-rail block so it can reach a verdict instead of NO DATA
A5,Rails up -- the analog lanes and the acoustic loop,A4 + AN_EN op dh (:1461) + AK4619 initialised (codec_init :1475),31,198,"ADC AK5558 ×3 (U15 dead, U39, U60)",TRANSITION into A5: AN_EN op dh + 1 s settle (:1461-1463) and codec_init (:1475). AS-ADC is moved OUT of the dark-rail block so it can reach a verdict instead of NO DATA
A5,Rails up -- the analog lanes and the acoustic loop,A4 + AN_EN op dh (:1461) + AK4619 initialised (codec_init :1475),32,142,Link 'dig-analog-dac',
A5,Rails up -- the analog lanes and the acoustic loop,A4 + AN_EN op dh (:1461) + AK4619 initialised (codec_init :1475),33,197,DAC AK4458 ×2,
A5,Rails up -- the analog lanes and the acoustic loop,A4 + AN_EN op dh (:1461) + AK4619 initialised (codec_init :1475),34,56,Panel MEMS mic (talkback) + Speaker,"last: handback (:2433) lowers AN_EN, writes the 595 SAFE image and re-drives CS_M -- the session leaves each state once"
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,35,43,MONO AUX (fw.csv MonoAux) button,FIXTURE CHANGE: the operator at the left panel; no fixture
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,36,44,MONO AUX (fw.csv MonoAux) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,37,45,STEREO AUX (fw.csv StereoAux) button,
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,38,46,STEREO AUX (fw.csv StereoAux) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,39,47,FX (fw.csv Fx) button,
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,40,48,FX (fw.csv Fx) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,41,49,EQ (fw.csv Eq) button,
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,42,50,EQ (fw.csv Eq) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,43,51,AUX ON FADERS (fw.csv AuxOnFaders) button,
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,44,52,AUX ON FADERS (fw.csv AuxOnFaders) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,45,53,OVERVIEW (fw.csv Overview) button,
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,46,54,OVERVIEW (fw.csv Overview) button LEDs (white pair),
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,47,55,"BOOT0 indicator LED (red, fw.csv BootLed)",
M1,Left switch panel -- a finger and an eye,the operator at the left panel; no fixture,48,58,Pedal UART through-path,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,49,59,FX MUTE (fw.csv FxMute) button,FIXTURE CHANGE: the operator at the right panel; no fixture
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,50,60,FX MUTE (fw.csv FxMute) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,51,61,FX MUTE (fw.csv FxMute) red LEDs,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,52,62,HOME (fw.csv Home) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,53,63,HOME (fw.csv Home) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,54,64,MENU (fw.csv Menu) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,55,65,MENU (fw.csv Menu) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,56,66,+48 (fw.csv Phantom48) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,57,67,+48 (fw.csv Phantom48) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,58,68,FEEDBACK (fw.csv Feedback) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,59,69,FEEDBACK (fw.csv Feedback) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,60,70,MUTE (fw.csv 'Nute' — typo) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,61,71,MUTE (fw.csv 'Nute' — typo) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,62,72,SCENE (fw.csv Scene) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,63,73,SCENE (fw.csv Scene) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,64,74,L (fw.csv L) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,65,75,L (fw.csv L) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,66,76,C (fw.csv C) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,67,77,C (fw.csv C) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,68,78,C (fw.csv C) red LED,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,69,79,CH ASSIGN (fw.csv ChanAssign) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,70,80,CH ASSIGN (fw.csv ChanAssign) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,71,81,R (fw.csv R) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,72,82,R (fw.csv R) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,73,83,MONITOR (fw.csv Monitor) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,74,84,MONITOR (fw.csv Monitor) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,75,85,REC/PLY (fw.csv RecPlay) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,76,86,REC/PLY (fw.csv RecPlay) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,77,87,REC/PLY (fw.csv RecPlay) red LEDs,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,78,88,STUDIO CTL (fw.csv Studio) button,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,79,89,STUDIO CTL (fw.csv Studio) button LEDs (white pair),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,80,90,Encoder ring,
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,81,91,"Encoder ring LEDs (8 white singles, fw.csv Enc1–Enc8)",
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,82,92,Talkback switch + LEDs (pass-through),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,83,93,Mini-jack insertion sense (pass-through),
M2,Right switch panel -- a finger and an eye,the operator at the right panel; no fixture,84,94,TEMP / BLOWER / FAN sense (pass-through),
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,85,98,Footswitch 1,FIXTURE CHANGE: the P1 pedal plugged in
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,86,99,Footswitch 2,
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,87,100,7-segment display + LEDs,
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,88,101,Pedal link + 9 V,
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,89,129,P1 Foot Pedal (RJ45),
M3,"P1 pedal -- the pedal, its lead and the RJ45",the P1 pedal plugged in,90,145,Link 'pedal',
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),91,1,MIC 1,FIXTURE CHANGE: the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet)
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),92,2,MIC 2,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),93,3,MIC 3,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),94,4,MIC 4,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),95,5,MIC 13,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),96,6,MIC 14,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),97,7,MIC 15,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),98,8,MIC 16,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),99,9,MIC 5,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),100,10,MIC 6,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),101,11,MIC 9,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),102,12,MIC 10,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),103,13,MIC 11,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),104,14,MIC 12,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),105,15,MIC 17,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),106,16,MIC 18,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),107,17,MIC 19,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),108,18,MIC 21,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),109,19,MIC 22,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),110,20,MIC 23,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),111,21,MIC 24,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),112,22,MIC 7,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),113,23,MIC 8,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),114,24,MIC 20,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),115,25,Aux Out A1 (doubles as Monitor 1),
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),116,26,Aux Out A2,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),117,27,Aux Out A3,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),118,28,Aux Out A4,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),119,29,Aux Out A5,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),120,30,Aux Out A6,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),121,31,Aux Out A7,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),122,32,Aux Out A8,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),123,33,Main Out L,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),124,34,Main Out R,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),125,35,Center/LF Out,
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),126,36,"Monitor Out L (TRS, unbalanced)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),127,37,"Monitor Out R (TRS, unbalanced)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),128,38,Talkback TB (XLR),
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),129,39,"Aux Out A 1-2 (TRS, Phone Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),130,40,"Aux Out A 3-4 (TRS, Phone Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),131,41,"Aux Out A 5-6 (TRS, Phone Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),132,42,"Aux Out A 7-8 (TRS, Phone Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),133,95,"Mini-jack 1 (3.5 mm, Mini Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),134,96,"Mini-jack 2 (3.5 mm, Mini Jack sub-assembly)",
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),135,97,Phones 1 (headphone jack),
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),136,146,Link 'phones',
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),137,147,Link 'minijack',
M4,"The H1 analog loopback harness -- XLR, mini-jack, phones",the H1 self-cable loopback harness on the analog I/O (BLOCKED: the harness does not exist yet),138,148,Link 'hdmi-fpc',
M5,"Rear plugs -- USB, HDMI, mains","a USB stick, an HDMI sink and the mains lead in hand",139,130,"USB A (dual jack, hub port 3)","FIXTURE CHANGE: a USB stick, an HDMI sink and the mains lead in hand"
M5,"Rear plugs -- USB, HDMI, mains","a USB stick, an HDMI sink and the mains lead in hand",140,131,"USB A (dual jack, hub port 4)",
M5,"Rear plugs -- USB, HDMI, mains","a USB stick, an HDMI sink and the mains lead in hand",141,132,HDMI 1 (placeholder),
M5,"Rear plugs -- USB, HDMI, mains","a USB stick, an HDMI sink and the mains lead in hand",142,133,IEC Power Inlet,
M5,"Rear plugs -- USB, HDMI, mains","a USB stick, an HDMI sink and the mains lead in hand",143,134,Power Switch,
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),144,135,USB-C Multitrack/DAW,FIXTURE CHANGE: a slot-1 card fitted (none exists)
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),145,136,Link 'opt1',
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),146,137,Link 'opt2',
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),147,138,Link 'opt3',
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),148,149,Link 'd32compat',
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),149,150,Link 'analog-12v',
M6,"Slot-1 / net card and its links -- BLOCKED, no card exists",a slot-1 card fitted (none exists),150,152,Link 'fan',
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,151,153,J11 (power link / header),FIXTURE CHANGE: a DMM and the lid off
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,152,163,J56 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,153,164,J1 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,154,165,J2 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,155,166,J3 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,156,167,J4 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,157,168,J6 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,158,169,J4 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,159,170,J5 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,160,171,J6 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,161,172,J7 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,162,173,J10 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,163,174,J14 (debug / test header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,164,175,J15 (debug / test header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,165,177,J20 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,166,178,J21 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,167,179,J22 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,168,180,J23 (debug / test header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,169,181,J24 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,170,182,J25 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,171,183,J26 (board header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,172,184,J27 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,173,186,J31 (power link / header),
M7,"A meter -- rails, continuity, headers",a DMM and the lid off,174,187,J32 (debug / test header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,175,113,PSU monitor ADC PAD0 (fw.csv Psu1),FIXTURE CHANGE: none: these rows are not scheduled
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,176,114,PSU monitor ADC PAD1 (fw.csv Psu2),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,177,115,PSU monitor ADC PAD2 (fw.csv Psu3),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,178,116,PSU monitor ADC PAD3 (fw.csv Psu4),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,179,117,PSU monitor ADC PAD4 (fw.csv Psu5),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,180,118,PSU monitor ADC PAD5 (fw.csv Psu6),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,181,119,PSU monitor ADC PAD6 (fw.csv Psu7),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,182,120,PSU monitor ADC PAD7 (fw.csv Psu8),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,183,121,PSU monitor ADC PAD8 (fw.csv Psu9),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,184,122,PSU monitor ADC PAD9 (fw.csv Psu10),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,185,123,PSU monitor ADC PAD10 (fw.csv Psu11),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,186,124,PSU monitor ADC PAD11 (fw.csv Psu12),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,187,154,J12 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,188,155,J13 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,189,156,J14 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,190,157,J23 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,191,158,J24 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,192,159,J33 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,193,160,J34 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,194,161,J43 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,195,162,J44 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,196,176,J19 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,197,185,J30 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,198,188,J35 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,199,189,J36 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,200,190,J37 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,201,191,J38 (power link / header),
M8,No bench time -- out of scope or no test declared,none: these rows are not scheduled,202,192,J39 (power link / header),
