# d12/dsp.csv — PROPOSED DSP address map for D12.
#
# GENERATED by MW/D32/DSP/gen_dsp.py in the invirco/dsp repo from the
# DSP4 node graph (MW/D32/DSP/SHARC/dsp.csv). Do not hand-edit: an
# address typed here is an address no kernel answers on.
#
# Proposed by dsp, landed by the hub at the gate (PW ruling
# 2026-09-08 #5). defs-v* pin: defs-v2026.09.08.4.
#
# ONE ADDRESS MAP FOR THE WHOLE RANGE (decision D3): the superset
# graph is expanded once and this file is the intersection of that
# expansion with this product's cell set, so a cell two products
# share has the same chip, page and address in both files.
#
# 1777 of 2321 defined cells reach a DSP address.
# The other 544 are named in dsp-unmapped.csv with the
# reason — every defined cell is in exactly one of the two files.
#
# Columns:
#   _Cell        cell name, as spelled by defs/gen/matrix/<p>-mx-master.csv
#   Node         graph node that owns the address (MW/D32/DSP/SHARC/dsp.csv id)
#   NodeType     that node's type
#   DspSpi       DSP the cell lives on: 1 = DSPA (chip 1), 2 = DSPB (chip 2)
#   DspPage      SPI page
#   DspAdd       SPI word address within the page, decimal
#   DspAddHex    the same address, 0xNNNN
#   Access       rw = host writes it | ro = DSP writes it, host polls | mcu = the word carries no DSP symbol (MCU/host hardware control)
#   RampProfile  named ramp preset, or empty for an un-ramped word
#   RampMode     Instant | Slew | LinearFrames
#   RampUpMs     ramp-up time, ms
#   RampDownMs   ramp-down time, ms
#   RampCurve    Linear | Exp
#   RampScope    Scalar = one word ramps on its own | CoeffSetAtomic = the whole coefficient set swaps together
#   Table        host scaling table for the control range, where one applies
#   Notes        what the word is
_Cell,Node,NodeType,DspSpi,DspPage,DspAdd,DspAddHex,Access,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope,Table,Notes
Aux001EqHpf001,C2_AUX_EQ_01,EQ_BIQUAD,2,1,4,0x0004,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF via EQ band 1
Aux001EqOn001,C2_AUX_EQ_01,EQ_BIQUAD,2,1,25,0x0019,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux001EqQ001,C2_AUX_EQ_01,EQ_BIQUAD,2,1,4,0x0004,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Aux001EqQ002,C2_AUX_EQ_01,EQ_BIQUAD,2,1,9,0x0009,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Aux001EqQ003,C2_AUX_EQ_01,EQ_BIQUAD,2,1,14,0x000E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Aux001EqQ004,C2_AUX_EQ_01,EQ_BIQUAD,2,1,19,0x0013,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Aux001EqShelf001,C2_AUX_EQ_01,EQ_BIQUAD,2,1,4,0x0004,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Aux001EqShelf002,C2_AUX_EQ_01,EQ_BIQUAD,2,1,19,0x0013,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Aux001Geq001,C2_AUX_GEQ_01,GEQ,2,1,28,0x001C,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq002,C2_AUX_GEQ_01,GEQ,2,1,29,0x001D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq003,C2_AUX_GEQ_01,GEQ,2,1,30,0x001E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq004,C2_AUX_GEQ_01,GEQ,2,1,31,0x001F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq005,C2_AUX_GEQ_01,GEQ,2,1,32,0x0020,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq006,C2_AUX_GEQ_01,GEQ,2,1,33,0x0021,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq007,C2_AUX_GEQ_01,GEQ,2,1,34,0x0022,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq008,C2_AUX_GEQ_01,GEQ,2,1,35,0x0023,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq009,C2_AUX_GEQ_01,GEQ,2,1,36,0x0024,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq010,C2_AUX_GEQ_01,GEQ,2,1,37,0x0025,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq011,C2_AUX_GEQ_01,GEQ,2,1,38,0x0026,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq012,C2_AUX_GEQ_01,GEQ,2,1,39,0x0027,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq013,C2_AUX_GEQ_01,GEQ,2,1,40,0x0028,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq014,C2_AUX_GEQ_01,GEQ,2,1,41,0x0029,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq015,C2_AUX_GEQ_01,GEQ,2,1,42,0x002A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq016,C2_AUX_GEQ_01,GEQ,2,1,43,0x002B,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq017,C2_AUX_GEQ_01,GEQ,2,1,44,0x002C,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq018,C2_AUX_GEQ_01,GEQ,2,1,45,0x002D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq019,C2_AUX_GEQ_01,GEQ,2,1,46,0x002E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq020,C2_AUX_GEQ_01,GEQ,2,1,47,0x002F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq021,C2_AUX_GEQ_01,GEQ,2,1,48,0x0030,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq022,C2_AUX_GEQ_01,GEQ,2,1,49,0x0031,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq023,C2_AUX_GEQ_01,GEQ,2,1,50,0x0032,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq024,C2_AUX_GEQ_01,GEQ,2,1,51,0x0033,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq025,C2_AUX_GEQ_01,GEQ,2,1,52,0x0034,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq026,C2_AUX_GEQ_01,GEQ,2,1,53,0x0035,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq027,C2_AUX_GEQ_01,GEQ,2,1,54,0x0036,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq028,C2_AUX_GEQ_01,GEQ,2,1,55,0x0037,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq029,C2_AUX_GEQ_01,GEQ,2,1,56,0x0038,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq030,C2_AUX_GEQ_01,GEQ,2,1,57,0x0039,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Geq031,C2_AUX_GEQ_01,GEQ,2,1,58,0x003A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux001Level001,C2_AUX_FDR_01,FADER_PAN,2,1,0,0x0000,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Aux001LimiterAtt001,C2_AUX_LIM_01,LIMITER,2,1,85,0x0055,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0.1/127=100/[Log],
Aux001LimiterOn001,C2_AUX_LIM_01,LIMITER,2,1,83,0x0053,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux001LimiterRel001,C2_AUX_LIM_01,LIMITER,2,1,86,0x0056,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=5/127=2000/[Log],
Aux001LimiterThr001,C2_AUX_LIM_01,LIMITER,2,1,84,0x0054,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=-30/127=0/[Lin],
Aux001Mtr001,C2_MTR_AUX_01,METER,2,1,1817,0x0719,ro,,Instant,0,0,Linear,Scalar,,meter word +0: linear peak
Aux001Mute001,C2_AUX_FDR_01,FADER_PAN,2,1,2,0x0002,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux001Pan001,C2_AUX_FDR_01,FADER_PAN,2,1,1,0x0001,rw,GainFast,Slew,3,8,Exp,Scalar,Pan:dB:0:Off,
Aux002AntiFbCtrlOn001,C2_AUX_AFB_02,ANTI_FB,2,1,150,0x0096,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux002AntiFbNotchFreq001,C2_AUX_AFB_02,ANTI_FB,2,1,151,0x0097,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=40/127=12000/[Log],
Aux002AntiFbNotchFreq002,C2_AUX_AFB_02,ANTI_FB,2,1,152,0x0098,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=40/127=12000/[Log],
Aux002AntiFbNotchFreq003,C2_AUX_AFB_02,ANTI_FB,2,1,153,0x0099,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=40/127=12000/[Log],
Aux002AntiFbNotchFreq004,C2_AUX_AFB_02,ANTI_FB,2,1,154,0x009A,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=40/127=12000/[Log],
Aux002AntiFbNotchGain001,C2_AUX_AFB_02,ANTI_FB,2,1,157,0x009D,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=-18/127=0/[Lin],
Aux002AntiFbNotchGain002,C2_AUX_AFB_02,ANTI_FB,2,1,158,0x009E,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=-18/127=0/[Lin],
Aux002AntiFbNotchGain003,C2_AUX_AFB_02,ANTI_FB,2,1,159,0x009F,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=-18/127=0/[Lin],
Aux002AntiFbNotchGain004,C2_AUX_AFB_02,ANTI_FB,2,1,160,0x00A0,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=-18/127=0/[Lin],
Aux002AntiFbNotchQ001,C2_AUX_AFB_02,ANTI_FB,2,1,163,0x00A3,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=1/127=20/[Log],
Aux002AntiFbNotchQ002,C2_AUX_AFB_02,ANTI_FB,2,1,164,0x00A4,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=1/127=20/[Log],
Aux002AntiFbNotchQ003,C2_AUX_AFB_02,ANTI_FB,2,1,165,0x00A5,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=1/127=20/[Log],
Aux002AntiFbNotchQ004,C2_AUX_AFB_02,ANTI_FB,2,1,166,0x00A6,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=1/127=20/[Log],
Aux002AntiFbOn001,C2_AUX_AFB_02,ANTI_FB,2,1,149,0x0095,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux002Delay001,C2_AUX_DLY_02,DELAY,2,1,177,0x00B1,rw,InstantCtl,Instant,0,0,Linear,Scalar,0=0/127=250.0/[Log],
Aux002EqFreq001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,94,0x005E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/254=200/[Log],Band 1 coeff base
Aux002EqFreq002,C2_AUX_EQ_02,EQ_BIQUAD,2,1,99,0x0063,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=100/254=1000/[Log],Band 2 coeff base
Aux002EqFreq003,C2_AUX_EQ_02,EQ_BIQUAD,2,1,104,0x0068,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=800/254=5000/[Log],Band 3 coeff base
Aux002EqFreq004,C2_AUX_EQ_02,EQ_BIQUAD,2,1,109,0x006D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=3000/254=20000/[Log],Band 4 coeff base
Aux002EqGain001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,94,0x005E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 1 (same base)
Aux002EqGain002,C2_AUX_EQ_02,EQ_BIQUAD,2,1,99,0x0063,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 2 (same base)
Aux002EqGain003,C2_AUX_EQ_02,EQ_BIQUAD,2,1,104,0x0068,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 3 (same base)
Aux002EqGain004,C2_AUX_EQ_02,EQ_BIQUAD,2,1,109,0x006D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-15/60=15/[Lin],Band 4 (same base)
Aux002EqHpf001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,94,0x005E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=20/64=1000/[Log],HPF via EQ band 1
Aux002EqOn001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,115,0x0073,mcu,InstantCtl,Instant,0,0,Linear,Scalar,,
Aux002EqQ001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,94,0x005E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 1 (same base)
Aux002EqQ002,C2_AUX_EQ_02,EQ_BIQUAD,2,1,99,0x0063,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 2 (same base)
Aux002EqQ003,C2_AUX_EQ_02,EQ_BIQUAD,2,1,104,0x0068,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 3 (same base)
Aux002EqQ004,C2_AUX_EQ_02,EQ_BIQUAD,2,1,109,0x006D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=0.1/14=10/[Log],Band 4 (same base)
Aux002EqShelf001,C2_AUX_EQ_02,EQ_BIQUAD,2,1,94,0x005E,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 1
Aux002EqShelf002,C2_AUX_EQ_02,EQ_BIQUAD,2,1,109,0x006D,rw,InstantCtl,Instant,0,0,Linear,Scalar,,Shelf mode band 4
Aux002Geq001,C2_AUX_GEQ_02,GEQ,2,1,118,0x0076,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq002,C2_AUX_GEQ_02,GEQ,2,1,119,0x0077,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq003,C2_AUX_GEQ_02,GEQ,2,1,120,0x0078,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq004,C2_AUX_GEQ_02,GEQ,2,1,121,0x0079,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq005,C2_AUX_GEQ_02,GEQ,2,1,122,0x007A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq006,C2_AUX_GEQ_02,GEQ,2,1,123,0x007B,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq007,C2_AUX_GEQ_02,GEQ,2,1,124,0x007C,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq008,C2_AUX_GEQ_02,GEQ,2,1,125,0x007D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq009,C2_AUX_GEQ_02,GEQ,2,1,126,0x007E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq010,C2_AUX_GEQ_02,GEQ,2,1,127,0x007F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq011,C2_AUX_GEQ_02,GEQ,2,1,128,0x0080,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq012,C2_AUX_GEQ_02,GEQ,2,1,129,0x0081,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq013,C2_AUX_GEQ_02,GEQ,2,1,130,0x0082,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq014,C2_AUX_GEQ_02,GEQ,2,1,131,0x0083,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq015,C2_AUX_GEQ_02,GEQ,2,1,132,0x0084,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq016,C2_AUX_GEQ_02,GEQ,2,1,133,0x0085,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq017,C2_AUX_GEQ_02,GEQ,2,1,134,0x0086,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq018,C2_AUX_GEQ_02,GEQ,2,1,135,0x0087,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq019,C2_AUX_GEQ_02,GEQ,2,1,136,0x0088,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq020,C2_AUX_GEQ_02,GEQ,2,1,137,0x0089,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq021,C2_AUX_GEQ_02,GEQ,2,1,138,0x008A,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq022,C2_AUX_GEQ_02,GEQ,2,1,139,0x008B,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq023,C2_AUX_GEQ_02,GEQ,2,1,140,0x008C,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq024,C2_AUX_GEQ_02,GEQ,2,1,141,0x008D,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq025,C2_AUX_GEQ_02,GEQ,2,1,142,0x008E,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq026,C2_AUX_GEQ_02,GEQ,2,1,143,0x008F,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq027,C2_AUX_GEQ_02,GEQ,2,1,144,0x0090,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq028,C2_AUX_GEQ_02,GEQ,2,1,145,0x0091,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq029,C2_AUX_GEQ_02,GEQ,2,1,146,0x0092,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq030,C2_AUX_GEQ_02,GEQ,2,1,147,0x0093,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Geq031,C2_AUX_GEQ_02,GEQ,2,1,148,0x0094,rw,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic,0=-12/127=12/[Lin],
Aux002Level001,C2_AUX_FDR_02,FADER_PAN,2,1,90,0x005A,rw,GainFast,Slew,3,8,Exp,Scalar,dB:Off:-50@31:-30@63:-10@127:10,
Aux002LimiterAtt001,C2_AUX_LIM_02,LIMITER,2,1,175,0x00AF,rw,DynSafe,LinearFrames,6,20,Exp,Scalar,0=0.1/127=100/[Log],
Aux002LimiterOn001,C2_AUX_LIM_02,LIMITER,2,1,173,0x00AD,rw,InstantCtl,Instant,0,0,Linear,Scalar,,
